DATASET;Restaurant1;Restaurant2;Restaurant3;Restaurant4;Restaurant5;Restaurant6;Restaurant7;Restaurant8;Restaurant9;Restaurant10;Restaurant11;Restaurant12;Restaurant13;Restaurant14;Restaurant15;Restaurant16;Restaurant17;Restaurant18;Restaurant19;Restaurant20;Restaurant21;Restaurant22;Restaurant23;Restaurant24;Restaurant25;Restaurant26;Restaurant27;Restaurant28;Restaurant29;Restaurant30;Restaurant31;Restaurant32;Restaurant33;Restaurant34;Restaurant35;Restaurant36;Restaurant37;Restaurant38;Restaurant39;Restaurant40;Restaurant41;Restaurant42;Restaurant43;Restaurant44;Restaurant45;Restaurant46;Restaurant47;Restaurant48;Restaurant49;Restaurant50;Restaurant51;Restaurant52;Restaurant53;Restaurant54;Restaurant55;Restaurant56;Restaurant57;Restaurant58;Restaurant59;Restaurant60;Restaurant61;Restaurant62;Restaurant63;Restaurant64;Restaurant65;Restaurant66;Restaurant67;Restaurant68;Restaurant69;Restaurant70;Restaurant71;Restaurant72;Restaurant73;Restaurant74;Restaurant75;Restaurant76;Restaurant77;Restaurant78;Restaurant79;Restaurant80;Restaurant81;Restaurant82;Restaurant83;Restaurant84;Restaurant85;Restaurant86;Restaurant87;Restaurant88;Restaurant89;Restaurant90;Restaurant91;Restaurant92;Restaurant93;Restaurant94;Restaurant95;Restaurant96;Restaurant97;Restaurant98;Restaurant99;Restaurant100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7702;0,15;-0,29;0,58;-2,43;-1,55;4,08;-8,2;-8,3;-8,2;5,49;-7,33;-0,68;-1,02;4,13;-7,67;-6,5;-0,49;-8,2;-8,2;-8,2;3,93;-0,53;-7,33;-0,44;-0,68;1,46;-0,24;-5,34;3,06;0,39;4,32;-6,5;-4,81;-5,73;-0,73;-2,14;-4,61;-1,6;3,59;1,7;2,77;3,2;2,09;-7,09;2,09;2,23;1,41;-0,68;-0,87;-0,34;-1,07;1,46;-0,73;-0,44;5,53;-0,44;-7,14;-4,03;0,34;-1,07;0,05;5,34;-7,43;-1,36;6,55;-0,78;-4,17;-0,83;4,03;0,92;-5,34;-3,5;-1,89;-3,54;2,14;-1,7;-3,98;-3,3;-2,33;-2,23;-3,64;-3,5;-0,24;-3,74;2,62;-0,68;-1,41;3,01;-0,78;1,5;-4,03;-8,2;-0,19;-1,99;-1,75;-1,55;-4,9;-2,91;-0,44;6,2
User7703;99;-9,71;4,47;99;8,01;3,64;6,36;7,52;99;2,96;5,05;4,51;4,95;-3,5;4,71;-2,52;3,79;-8,64;1,41;3,01;4,66;-3,88;-2,62;99;1,21;3,79;4,56;-0,92;8,59;-4,9;3,45;3,74;99;1,5;0,58;6,89;99;-0,24;5,73;4,9;5,49;3,54;99;99;-5,63;2,91;2,28;3,64;-2,28;8,83;3,98;3,11;5,78;6,65;-4,9;5,92;99;99;99;4,03;4,27;-1,6;-5,92;99;4,71;2,04;99;-0,63;4,85;-2,62;99;99;99;99;6,21;99;99;99;99;99;99;99;99;99;99;99;-4,22;99;99;99;99;99;99;99;99;99;99;99;3,2;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7704;99;99;99;99;8,5;99;2,23;-1,7;99;99;8,5;-9,42;-6,75;-9,13;-7,09;-9,71;0,58;0,68;4,81;7,67;3,93;99;99;99;99;1,12;2,91;-1,12;-6,65;99;5,58;5,63;99;99;-9,32;-3,83;99;99;99;8,83;99;3,74;99;99;-9,32;99;3,98;2,86;-9,22;-4,47;99;99;3,06;-2,48;99;-7,38;99;-9,03;99;99;3,98;-9,17;99;99;7,43;-5,92;99;6,7;3,83;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7705;4,17;4,56;4,56;4,32;6,65;4,22;6,31;6,02;4,66;4,27;4,51;5,83;3,79;3,88;3,74;3,79;8,3;3,93;5,58;5,58;7,86;4,27;4,27;4,42;4,03;4,71;8,59;4,42;8,59;4,27;6,17;6,55;4,32;4,03;8,59;8,59;4,42;5,83;4,22;4,37;4,27;4,03;4,32;4,13;4,51;5,83;4,71;7,67;4,42;6,36;4,27;4,27;5,49;8,59;3,83;8,59;4,56;4,13;4,27;4,42;3,74;6,12;5,24;4,32;2,52;4,81;4,32;7,33;4,61;6,07;5,83;5,83;5,83;5,83;5,87;5,87;5,97;6,7;6,7;6,7;6,75;6,94;7,52;5,15;6,07;5,15;5,24;5,05;4,61;4,56;4,08;4,51;4,51;4,42;2,43;2,43;2,43;2,43;3,98;4,17
User7706;2,04;0,68;1,41;5,73;2,57;5,73;9,13;3,93;8,98;8,3;1,89;9,03;6,55;1,99;-0,58;-5,63;4,27;7,62;3,83;-1,12;4,13;8,83;6,75;-6,26;8,4;8,64;8,74;7,62;8,4;4,47;6,17;4,51;-1,17;8,3;3,74;8,93;-0,49;5,92;8,35;8,88;7,28;4,37;-1,55;5,87;7,67;6,21;-2,67;4,13;3,45;9,03;4,56;4,42;4,17;6,75;8,45;2,86;8,45;-9,13;-1,12;-3,4;2,91;1,12;3,35;1,84;9,22;6,46;-0,87;8,11;8,06;1,94;99;99;99;99;99;99;99;99;99;99;99;3,16;99;99;99;99;99;99;2,96;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7707;-8,74;-1,65;-9,42;-9,42;-1,5;2,28;-6,89;-0,83;-1,89;-2,82;-5,44;2,38;1,8;-4,47;1,6;-4,71;-3,06;3,35;-0,19;-6,7;1,6;-4,47;-5,68;0,87;-3,06;2,52;0,78;-4,37;0,58;-9,22;8,06;-0,29;-9,13;-2,52;2,04;-3,16;-9,37;-8,98;-0,63;-0,05;-7,09;1,07;-7,96;-9,22;1,6;1,07;-3,25;-6,84;-4,37;5,58;-9,71;-8,93;-1,41;1,46;-0,83;-5,24;-7,43;-0,39;1,5;-9,42;8,16;0,63;-9,27;-9,22;0,92;-8,93;-0,19;-3,5;1,46;-8,2;-9,37;5,63;2,04;6,17;-9,13;3,64;-8,64;-9,03;4,66;4,42;8,83;-8,69;-7,91;-8,25;5;2,82;1,7;8,45;7,23;-8,25;3,79;3,93;5;3,11;-9,61;1,02;1,21;-3,4;-9,42;2,52,,
User7708;99;-7,82;99;99;-8,74;-6,8;3,74;-3,06;7,09;6,12;6,46;-1,5;7,72;-4,61;4,47;-1,02;-3,4;6,5;1,46;-4,08;3,01;6,46;-5,73;-2,67;-6,5;-4,71;2,04;-1,89;2,82;-4,66;-7,14;-1,65;-4,13;3,5;8,2;6,55;5,05;1,84;-8,98;-8,93;-5,92;1,65;8,45;-6,46;-2,28;-0,92;-7,38;-0,15;1,36;7,04;-5,34;-4,27;-6,46;-4,42;5,53;8,3;-7,62;99;-7,43;-3,88;8,01;-5;-5,97;-6,26;7,57;3,69;6,07;-5,24;5,53;-5,73;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2,62;99;99;99;99;99;99;99;-2,86;3,16;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7709;99;99;99;99;-3,4;99;1,36;1,55;99;-1,65;-3,3;-2,57;2,14;-3,01;-4,76;-3,69;-3,16;-6,41;-6,99;-5,34;-2,23;-2,52;99;99;99;-3,74;-6,02;4,03;-5,97;99;0,44;-5,39;99;-2,91;0,68;-2,43;-3,35;-1,12;-2,86;-1,41;99;-2,86;99;-3,98;99;0,49;99;-4,32;6,99;-1,8;99;99;-5,05;1,65;99;1,41;99;99;99;99;1,02;5,1;99;99;-0,39;-2,09;99;7,28;-0,58;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-3,5;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7710;2,82;3,11;3,5;-7,28;-1,99;-0,34;-5,44;0,19;-0,44;-2,09;6,99;8,59;-0,68;-1,6;-5,78;-9,22;-1,55;-9,56;-7,57;-2,91;1,84;2,28;-2,09;-4,27;1,6;-1,17;3,83;-1,02;3,35;-2,62;2,04;4,66;-2,09;1,07;8,01;6,21;-6,07;-1,84;2,43;9,08;-7,67;1,6;-6,26;-2,82;-2,72;3,93;1,8;7,04;1,55;0,83;0,83;-1,89;6,36;5,97;-5,19;0,83;-6,6;-8,11;1,84;-4,95;4,9;5,34;-4,03;-3,88;1,8;3,59;-7,14;1,55;4,08;4,08;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-2,14;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7711;2,91;4,51;-1,8;1,26;6,65;4,37;-8,4;4,95;-4,71;1,12;4,08;-0,1;4,27;7,14;-3,64;4,85;1,36;-6,41;2,67;-3,3;0,1;3,93;-3,11;-1,7;1,94;3,93;4,71;5,44;3,64;3,59;3,2;-2,43;-4,71;4,13;6,41;6,02;-7,48;-2,57;5,24;6,07;2,33;1,7;-4,56;-4,51;2,91;7,62;-6,31;2,14;3,5;-5,34;3,2;2,57;6,55;-1,31;5,29;-2,77;-2,67;-0,92;-5;-5,73;7,57;4,9;3,64;4,32;7,52;-9,27;2,52;7,48;1,55;-0,39;-6,94;-6,21;8,11;0,58;1,36;-5,58;1,6;5,39;-9,37;0,92;1,5;0,87;-4,61;0,53;1,46;2,09;0,73;-4,03;1,26;0,05;-5,24;-3,35;-8,06;1,6;1,99;1,99;-5,63;-6,84;4,17;2,91,
User7712;2,62;5,39;7,14;1,84;7,04;5,1;-8,16;6,07;1,65;-6,7;6,02;4,17;6,02;3,83;-3,11;-7,91;0,05;3,11;5,24;6,65;3,54;-0,73;7,38;4,17;3,25;5,44;4,27;1,46;6,5;-1,36;4,27;5,53;0,15;1,84;6,55;5,49;2,38;0,68;3,98;5,15;3,45;5,15;4,17;-7,33;3,4;1,31;5,29;-2,82;-2,91;3,79;2,67;1,17;-0,44;6,5;-6,46;0,68;4,56;1,31;3,11;0,15;4,22;3,25;-0,15;4,61;7,43;3,59;-5,53;2,57;3,54;-2,14;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;6,46;99;99;99;99;99;99;0,19;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7713;99;4,32;99;99;-4,9;8,98;5,58;8,69;99;7,96;8,69;9,17;0,24;9,17;-2,91;-1,17;9,03;2,33;-0,83;-3,2;8,79;4,56;-1,65;99;2,38;-3,83;9,32;2,82;9,08;99;7,33;9,22;0,53;8,69;9,22;9,17;8,88;9,17;9,37;9,17;-0,83;9,13;-0,97;99;9,13;-0,78;9,08;3,59;9,17;9,27;7,67;2,82;2,18;7,48;3,93;-2,86;99;99;-1,31;6,8;8,35;5,63;0,78;5,15;6,5;-1,46;99;9,08;9,22;3,79;99;99;99;99;99;99;99;5,44;99;99;99;0,53;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7714;-4,32;-9,32;-8,93;-8,79;-9,9;-9,51;-9,08;-2,38;-8,93;-3,79;-9,71;-9,13;1,7;-9,66;1,65;3,93;-6,21;-1,07;-9,81;-9,81;-9,51;-9,66;-8,64;-9,81;-9,22;-9,37;-9,51;-9,51;-0,49;-9,17;-9,56;-7,48;-9,61;-9,66;-8,83;2,28;-9,71;-7,33;-6,31;-9,32;-9,17;-9,51;-9,37;1,5;-9,32;-9,66;-9,76;-1,07;-9,22;-6,55;-9,85;-9,51;-8,16;-8,79;-9,32;-9,66;-8,64;-9,37;-8,74;-1,12;-9,03;-7,82;3,54;-9,22;-9,08;-9,42;-4,85;-9,66;-8,16;-9,51;-4,85;-3,45;-9,08;-9,51;-9,51;-5,58;-9,81;-4,85;-7,77;-9,9;0,87;-2,57;-1,65;-4,13;-4,08;0,39;-3,93;-4,42;-4,85;3,45;3,4;-6,17;-0,29;-3,01;1,5;0,87;-1,99;-2,67;-8,69;-9,17
User7715;-2,77;-2,77;99;99;0,78;0,24;-3,54;-6,84;-2,77;-1,31;1,89;-1,94;1,21;2,57;-0,73;-0,73;-3,35;1,07;2,67;-3,5;4,42;-2,96;3,93;1,55;-3,4;1,36;0,73;-0,73;1,8;-1,31;1,36;3,11;-6,89;1,07;2,33;2,43;-6,89;3,54;-4,66;0,87;-2,96;3,2;-0,87;-3,06;0,05;-4,66;3,06;1,41;3,59;-0,44;-0,87;-2,96;4,27;5,05;2,04;-1,94;-7,38;99;-2,96;-3,69;2,43;1,17;0,24;-4,95;3,01;2,77;-2,23;3,01;1,41;-0,1;-5,49;99;99;99;99;99;99;99;2,96;99;99;99;99;99;99;99;99;99;99;99;1,75;99;99;99;99;99;2,96;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7716;99;99;99;99;2,48;99;-0,97;-6,41;99;99;99;-4,66;1,12;-2,77;-6,26;-4,71;-1,12;1,36;-3,5;-4,03;-0,97;99;99;99;0,58;3,54;5,63;99;-2,09;99;-4,76;-6,65;99;99;7,96;4,76;99;-6,07;99;99;99;5,15;99;99;99;4,9;99;5,73;3,16;-0,19;99;99;3,45;-1,31;99;-3,74;99;99;-4,17;99;5,63;-2,04;99;99;-3,54;-4,08;99;-2,91;2,62;99;99;99;2,72;99;-6,7;99;99;99;99;5,29;99;99;99;99;99;99;99;99;99;99;99;99;0,49;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7717;2,38;-1,12;4,27;-4,13;-8,2;4,27;-7,23;-7,28;1,36;9,08;-8,98;2,38;-4,47;1,26;-9,51;-5,39;-5,1;-3,45;0,63;-2,48;-3,25;8,83;-1,7;-1,89;0,92;0,87;2,48;2,18;-2,09;1,5;0,83;1,46;-9,42;3,93;3,3;7,18;-0,39;1,26;1,99;2,82;1,02;-6,55;-3,5;5,29;5,49;6,55;3,74;-0,34;5,49;0,92;-4,71;3,4;2,96;0,29;2,82;0,73;-4,61;-4,61;1,46;6,26;7,86;8,83;3,64;-7,23;-3,2;8,69;5;6,6;1,36;3,4;8,83;6,84;8,35;2,52;3,83;5,78;6,21;6,26;-9,42;8,98;6,46;8,16;8,93;6,7;5,49;3,06;6,99;0,44;8,79;6,84;7,96;7,23;7,96;5,68;7,04;5,68;-6,8;5;5,73;4,37,,
User7718;99;99;99;99;2,48;99;-0,63;5,53;99;99;3,59;5,24;5,68;5,39;-0,58;-0,63;1,7;0,78;-5,78;3,35;3,59;99;99;99;99;6,41;3,25;1,89;4,08;99;5,34;4,81;99;99;5,83;4,37;99;99;99;0,78;99;5,73;99;3,79;0,83;2,04;5;1,07;4,56;4,85;99;99;6,75;5,58;99;6,6;99;99;99;99;1,36;2,43;99;99;0;1,8;99;2,09;5,29;99;99;99;99;99;99;99;99;99;99;99;1,21;99;99;99;99;99;99;3,59;99;99;99;2,33;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7719;-1,41;0,15;99;99;-1,99;4,81;-4,27;-6,7;99;6,12;6,02;7,23;4,03;3,4;1,55;-6,46;0,53;-2,57;0,49;-4,27;5,29;5,24;-7,43;99;3,2;5,68;5,68;-1,89;0,19;2,67;5,34;-0,15;-1,65;5,19;-1,65;-1,65;-0,15;-0,97;1,99;7,72;1,02;6,46;7,48;-1,65;-6,8;6,94;0,44;-1,07;7,96;7,23;5;7,72;-1,6;-3,4;-1,31;1,26;99;99;0,87;-1,65;-0,39;6,84;-0,87;99;5,19;6,41;6,75;1,12;2,62;0,63;99;99;99;99;99;99;99;99;99;99;99;-2,18;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7720;99;99;99;99;3,98;6,6;8,69;-3,35;99;3,35;0,24;3,5;0,39;1,02;3,35;6,26;1,75;8,01;0,1;3,01;3,4;6,12;6,65;4,22;2,62;4,95;6,65;4,32;4,37;-9,76;5,73;6,07;6,31;4,66;1,89;7,57;99;7,82;3,16;1,12;2,72;7,09;99;99;4,17;1,12;5,19;4,81;9,13;5,78;0,68;3,83;4,47;-0,24;-1,75;5,44;99;99;2,09;6,21;8,45;3,74;4,66;-0,1;2,72;6,07;99;4,56;8,4;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-0,19;3,06;99;99;5,44;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7721;0,05;-0,05;0;-2,33;-0,44;-0,68;-3,16;4,13;-1,7;-3,3;-3,54;0,83;-0,19;-4,66;-2,77;-2,72;1,84;0,63;0,87;-0,87;2,38;-0,24;2,52;-0,05;-0,92;1,75;1,46;0;1,84;1,12;2,43;2,86;-1,21;0;4,08;0,63;-4,08;3,88;4,13;1,07;3,64;0,29;-1,02;-2,62;0,68;-0,24;3,25;1,75;3,35;4,13;-3,5;-1,75;3,5;3,01;1,84;1,8;0,68;0,83;0,87;3,3;1,6;2,09;1,94;1,46;-2,52;1,21;1,07;4,42;3,5;1,6;0,05;1,17;0,87;-3,59;1,89;3,06;2,62;2,62;-0,15;0,19;-4,56;-0,49;4,66;3,54;-2,67;1,7;2,38;1,99;5,44;3,01;2,91;3,45;4,66;1,26;-1,5;3,4;4,71;3,59;3,11;-2,67,,,
User7722;99;3,25;99;99;8,54;8,25;1,41;8,79;99;3,88;0,97;0,19;7,14;-0,49;2,82;-9,76;0,29;2,33;-9,85;0,58;0,53;0,05;3,54;99;6,84;2,38;-9,81;4,51;-7,82;3,64;-9,9;4,85;99;4,37;5,44;0,05;99;1,36;2,67;4,51;5,15;-9,37;99;99;7,38;-0,73;5,83;1,94;9,37;-0,87;-3,4;-3,88;3,01;3,88;0,87;-9,13;99;99;99;0,24;-5,29;-2,28;5,58;99;7,91;5,15;99;6,75;7,09;5,83;99;99;99;99;-9,81;99;4,56;99;99;99;99;99;99;99;99;99;99;99;99;5,78;99;99;99;99;99;-8,16;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7723;0,78;-0,24;2,04;99;-4,85;0,58;-8,69;2,52;3,59;5,87;5,19;-3,93;3,98;2,77;-3,54;-7,91;-6,21;5,34;-8,25;-0,24;-6,75;1,65;-3,83;99;-7,14;-3,5;4,76;-5,1;7,18;1,36;1,46;-2,43;99;-5,15;-4,66;2,48;99;5,53;-5,87;-4,95;-5,83;2,77;3,5;99;4,08;-7,48;2,09;4,08;-3,4;5,97;-8,64;-3,3;3,98;4,27;2,86;3,25;99;99;2,43;-4,37;4,85;2,38;-3,25;99;-3,59;-4,66;-1,41;1,12;2,38;-8,5;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2,67;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7724;99;99;99;99;3,98;3,25;5,24;3,35;99;3,74;5,29;5,49;-1,17;1,26;-2,28;-2,86;-0,24;5,97;5,05;5,05;0,49;3,74;-4,32;-7,43;0,92;0,39;6,7;2,57;5,34;2,09;3,54;5,34;-3,93;1,6;6,02;6,07;-5,19;5,58;-0,87;1,55;0,53;2,62;-5,1;99;-0,05;1,12;-0,87;3,93;1,6;4,9;4,42;-0,19;1,41;-8,25;-4,51;2,23;99;99;1,6;-4,66;2,14;3,2;-6,21;-5;2,18;2,28;-5,19;-0,39;0,39;-5,15;99;99;99;99;99;0,49;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;6,17;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7725;8,69;0,29;1,94;0,73;4,61;7,77;7,23;0,92;-5,49;8,64;-2,57;4,9;1,65;8,3;-0,92;4,22;3,4;2,14;4,32;0,63;8,88;6,07;4,9;2,18;1,6;6,55;6,36;-0,92;-1,94;7,18;8,98;6,75;-3,16;5,92;0,19;9,03;-6,94;4,37;8,01;1,21;6,8;-0,97;8,01;1,02;5,05;8,54;0,1;-9,42;3,88;0,97;2,14;6,84;-0,15;7,48;8,45;-0,19;2,28;-7,77;1,65;-1,94;-0,15;0,24;-5;2,82;4,47;0,53;6,12;-0,19;-0,19;6,07;-9,76;8,88;-1,21;-2,43;4,9;7,96;3,16;0,24;3,3;-8,93;7,04;7,52;7,62;8,2;8,06;7,77;8,5;3,88;8,16;-3,3;5,83;5,29;6,17;6,21;3,11;5,83;4,9;-7,57;8,59;7,43,
User7726;5,1;4,13;-3,98;4,08;-4,27;6,26;4,08;1,99;6,12;-5,1;4,9;8,11;-0,97;7,33;-0,87;2,38;1,94;5,92;5,68;3,59;8,16;6,89;3,79;1,55;7,14;4,85;6,89;5,19;7,48;7,28;3,54;3,4;2,48;2,33;8,06;8,16;9,17;2,14;6,5;7,33;4,9;7,18;6,89;-2,14;2,18;3,11;-1,02;6,65;8,93;9,13;4,85;5,19;8,88;7,43;4,95;7,77;4,42;4,22;7,33;-4,27;5,29;7,91;6,55;3,16;1,65;7,72;1,36;6,41;8,25;0,34;7,43;8,88;4,27;6,55;7,77;8,74;-6,7;-4,51;0,73;0,53;8,83;8,59;8,93;8,2;9,13;9,13;2,62;8,98;9,22;6,94;9,17;2,28;5,29;6,31;4,47;6,5;6,21;5,53;6,41;5,73
User7727;-8,64;-5,15;-7,67;99;-4,9;0,58;-5,05;-3,06;99;-8,54;-7,14;-5,39;8,93;-7,72;5,39;-6,7;-2,62;-9,08;-9,08;-9,08;7,82;-1,36;-7,14;-4,95;-7,72;-3,11;-9,56;-8,06;5,19;4,81;2,91;-0,49;-0,68;-1,75;6,02;7,86;99;-5,73;-7,72;-4,22;6,8;2,38;-8,16;99;-7,91;-4,66;-1,17;-6,17;-5,24;7,86;-5,15;-1,7;5,1;-0,29;0,1;-9,08;99;99;8,59;6,6;-8,93;5,78;-9,37;6,8;6,02;-8,93;-9,85;2,67;-7,48;7,96;99;99;99;99;99;99;99;99;99;99;99;99;99;-2,86;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7728;-3,74;4,85;-7,23;-5,97;5;2,82;-8,74;0,68;-6,12;-7,67;1,6;1,26;7,09;3,11;1,89;-4,13;-4,61;-4,47;-2,23;3,16;1,6;3,54;-4,32;-1,8;3,74;2,43;3,83;0,87;8,88;-6,26;4,13;3,69;-3,11;5,05;5,15;5,19;-4,51;-0,34;1,5;-5,49;0,05;-0,68;-3,74;-5,97;-3,59;0,78;1,31;-0,34;4,22;6,65;3,93;4,47;5,63;3,93;-1,8;5,19;-5,53;-6,46;-4,27;-0,87;2,52;1,55;-8,93;-0,15;7,33;3,79;-8,3;2,38;-2,72;-1,89;-1,8;2,82;-0,39;-4,71;-3,93;-2,04;-5,29;-3,16;-5,29;1,65;4,37;-2,96;-2,96;2,67;2,86;-3,06;-3,06;-3,06;-0,58;-7,52;2,23;-4,81;-4,66;2,96;-7,28;-3,54;-3,59;-0,73;-1,99;2,33,
User7729;99;99;99;-9,47;8,59;-0,87;4,66;8,83;99;7,52;8,11;2,72;7,09;2,96;1,55;-3,93;0,29;-9,03;-7,52;-2,91;99;0,92;99;99;-5,97;3,74;5,87;-1,17;5,44;-2,62;-9,81;1,5;99;5,34;5,24;0,44;99;3,88;99;-0,92;-5,87;0,39;99;99;5,39;5,49;3,11;-0,15;4,61;6,8;-5,19;99;-2,18;99;99;-3,3;-2,72;99;99;99;99;99;-1,36;99;6,31;6,89;99;2,04;5,68;99;-2,62;99;-6,65;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7730;4,08;-0,78;-4,47;-4,85;1,94;-1,84;3,69;-4,47;5,15;4,85;6,02;8,45;-3,98;4,37;-0,19;1,46;-8,35;1,55;1,65;2,14;5,63;0,49;5,44;3,69;3,69;6,41;7,09;4,47;2,82;4,76;6,6;4,76;-0,49;4,27;4,66;3,79;4,85;1,65;5,92;0,58;0,49;4,76;6,6;2,91;2,52;7,28;5,34;4,85;6,12;4,08;0,58;3,59;2,52;6,5;4,17;5,53;4,08;-6,02;4,27;3,01;7,18;5,63;1,46;-0,78;6,41;3,3;1,36;6,21;5,24;5,53;6,94;3,4;6,94;2,18;-6,26;4,51;8,5;6,07;7,62;6,36;6,46;8,3;3,59;7,23;6,36;5,29;6,65;6,26;9,17;1,8;8,59;8,01;8,11;4,32;7,33;-0,24;8,01;7,67;-0,29;5,34
User7731;-1,07;0,39;0,78;-1,12;5,05;5,53;4,95;-5,49;3,01;1,46;1,94;5,83;-6,6;-1,02;-2,62;-0,05;2,57;3,25;3,98;3,4;5,92;4,95;0,49;99;5,58;-1,5;6,6;3,88;7,23;2,52;6,02;1,26;-1,17;3,54;-3,88;7,62;-0,83;6,5;2,86;5,92;3,25;3,06;4,17;99;3,93;2,28;4,61;3,79;2,67;7,38;5,05;3,79;7,67;3,83;-1,12;1,12;-1,26;99;3,11;-3,64;7,43;2,77;-1,6;-1,41;6,36;7,52;-1,26;6,75;6,12;0,24;99;99;2,48;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,35;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7732;99;99;99;99;-8,3;99;-7,91;-8,2;99;99;99;99;-8,5;-7,33;-8,83;1,41;-8,06;0,68;-0,68;-0,92;-8,35;-6,26;99;99;99;-6,21;-7,77;-8,2;-5,34;99;-8,06;-5,24;99;-6,55;-7,82;-4,85;-6,65;99;-8,4;99;99;-3,69;99;99;99;-6,26;-6,31;-8,06;-7,62;-5,83;99;99;-4,85;99;-0,92;-0,73;99;99;99;99;-8,2;-5,44;99;99;-7,04;-8,35;99;-4,66;-2,28;99;99;99;99;99;99;99;99;2,86;99;99;-7,09;-0,87;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7733;99;99;99;99;-4,47;5,83;4,08;2,28;99;2,52;2,82;1,21;5,87;1,26;-0,05;3,98;0,78;2,48;2,23;1,02;-0,34;4,81;3,88;99;5,24;3,45;6,5;-0,05;-6,02;1,8;5,15;6,99;1,17;0,15;2,77;6,12;99;2,57;1,21;1,8;-0,49;6,5;99;99;4,66;5,92;0,58;5,24;6,65;5,39;-0,05;-0,39;5,29;1,65;2,77;6,12;99;99;2,14;0,53;2,09;4,56;0,73;99;3,2;4,56;99;4,51;5,29;99;99;99;99;99;99;99;99;99;99;99;99;99;0,49;99;99;99;99;99;99;99;99;-4,51;99;99;99;99;99;-1,84;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
